Monthly_Income,Total_Spending,Savings_Amount,Groceries_Spending,Transport_Spending,Entertainment_Spending,Utilities_Spending,Loan_Repayment,Insurance,Shopping_Spending,Investment_Amount,Goal_Amount
17633000,12871000,4762000,2935000,728000,1603000,1159000,2275000,313000,2041000,1817000,500000000
12613000,6756000,5857000,1110000,823000,815000,647000,1336000,230000,1307000,488000,50000000
11751000,8981000,2770000,1511000,1329000,1059000,596000,2269000,247000,522000,1449000,50000000
15421000,7928000,7493000,1271000,451000,1093000,706000,1108000,288000,1470000,1541000,200000000
15064000,8255000,6809000,2005000,736000,589000,417000,2005000,240000,657000,1606000,200000000
17399000,13006000,4393000,2465000,1804000,1274000,885000,1283000,920000,2285000,2090000,100000000
13657000,10463000,3194000,2570000,1252000,625000,812000,1945000,639000,1780000,840000,20000000
5818000,2985000,2833000,720000,210000,354000,203000,719000,81000,192000,505000,100000000
12836000,9730000,3106000,1822000,641000,1300000,538000,1723000,452000,1867000,1387000,500000000
18969000,16642000,2327000,3659000,2205000,1555000,894000,2412000,648000,3245000,2023000,500000000
13513000,11149000,2364000,2664000,1702000,1002000,942000,1789000,470000,1732000,847000,200000000
13768000,7697000,6071000,1566000,1049000,958000,543000,1812000,451000,606000,711000,200000000
19932000,15280000,4652000,2528000,2226000,876000,773000,3618000,1125000,2053000,2081000,20000000
11440000,9181000,2259000,2064000,1179000,847000,764000,1503000,788000,1085000,951000,50000000
7286000,3765000,3521000,790000,497000,301000,227000,711000,156000,659000,423000,200000000
14197000,12563000,1634000,2662000,1389000,1189000,920000,2763000,509000,1295000,1836000,100000000
12579000,11420000,1160000,1942000,1581000,1096000,1083000,1194000,573000,1729000,2223000,100000000
10169000,8976000,1193000,1955000,772000,827000,763000,1735000,565000,1699000,660000,500000000
14123000,12302000,1821000,2682000,1457000,1153000,1106000,2759000,263000,1004000,1878000,200000000
17458000,14581000,2876000,2829000,1276000,2612000,995000,2211000,1003000,2388000,1267000,100000000
14954000,11739000,3214000,2866000,676000,676000,698000,2231000,706000,1430000,2456000,1000000000
16535000,13317000,3218000,2145000,1411000,1637000,1188000,2516000,652000,1473000,2295000,50000000
24067000,20767000,3300000,5218000,1826000,2510000,1951000,1804000,1001000,4008000,2448000,100000000
13286000,10604000,2682000,2566000,580000,1520000,759000,2254000,814000,757000,1354000,200000000
16392000,10613000,5778000,1991000,1639000,1268000,712000,1468000,621000,1236000,1678000,50000000
12454000,8334000,4120000,1490000,1104000,1065000,849000,1420000,653000,483000,1270000,100000000
10768000,9731000,1037000,1744000,1234000,1118000,861000,1572000,680000,786000,1735000,200000000
12075000,6131000,5945000,1050000,875000,448000,581000,771000,401000,837000,1167000,100000000
12606000,10267000,2339000,2506000,1166000,1432000,1068000,1503000,1001000,825000,765000,20000000
16797000,15616000,1182000,3538000,1233000,1666000,1422000,2603000,1071000,1482000,2601000,100000000
26745000,21872000,4873000,4074000,1630000,2236000,2171000,2844000,720000,4337000,3860000,200000000
11420000,10818000,602000,2165000,1184000,676000,1049000,1595000,392000,1793000,1965000,200000000
12917000,10455000,2462000,2745000,1330000,953000,1199000,862000,380000,728000,2256000,200000000
14684000,7569000,7115000,1508000,684000,549000,637000,1540000,277000,1399000,978000,200000000
16979000,14808000,2171000,2906000,1412000,1948000,1323000,2106000,657000,3052000,1403000,50000000
16318000,10249000,6069000,2605000,804000,1710000,828000,801000,827000,858000,1815000,200000000
21420000,15010000,6411000,3366000,1400000,1086000,1187000,3091000,619000,2798000,1463000,20000000
5000000,3202000,1798000,869000,243000,239000,391000,224000,264000,551000,421000,200000000
5000000,3104000,1896000,490000,385000,423000,184000,479000,209000,534000,400000,20000000
12521000,8691000,3830000,1479000,539000,1175000,508000,1879000,265000,1925000,921000,200000000
20486000,13735000,6752000,3365000,1287000,2026000,970000,1290000,293000,2251000,2253000,500000000
7172000,5630000,1542000,1493000,386000,414000,630000,490000,471000,602000,1144000,500000000
5000000,4330000,670000,897000,520000,531000,366000,297000,140000,770000,808000,100000000
17856000,11315000,6541000,1942000,1001000,1617000,731000,3062000,360000,1675000,927000,1000000000
16218000,9669000,6549000,2389000,703000,746000,580000,2303000,432000,1160000,1356000,100000000
9549000,7640000,1909000,1952000,867000,556000,702000,946000,262000,1001000,1355000,100000000
10072000,8074000,1998000,1656000,1241000,697000,692000,1026000,593000,972000,1197000,100000000
10151000,9192000,959000,1689000,1401000,713000,539000,1787000,578000,1893000,594000,100000000
15553000,7888000,7665000,1687000,606000,1192000,794000,1143000,243000,1398000,826000,50000000
11868000,10490000,1378000,2697000,1414000,1000000,938000,1209000,638000,634000,1960000,50000000
17470000,12831000,4639000,2897000,992000,2359000,1545000,1149000,608000,963000,2318000,50000000
5000000,3898000,1102000,861000,259000,536000,381000,849000,131000,248000,633000,50000000
10716000,5798000,4917000,1194000,557000,494000,372000,1268000,310000,789000,814000,500000000
9370000,6509000,2861000,1377000,477000,774000,510000,597000,392000,1127000,1254000,100000000
13718000,8262000,5456000,1987000,1200000,562000,728000,579000,377000,1176000,1652000,20000000
12310000,7563000,4747000,1761000,1182000,741000,813000,609000,544000,1076000,839000,100000000
18989000,13802000,5187000,2709000,838000,2438000,940000,2208000,1167000,1430000,2071000,1000000000
5703000,4937000,766000,1036000,438000,399000,525000,656000,448000,710000,725000,200000000
15227000,12710000,2517000,3472000,1539000,1451000,1290000,1060000,943000,1450000,1505000,100000000
17792000,13628000,4164000,2330000,1632000,1981000,1416000,2164000,510000,1398000,2197000,50000000
24283000,18036000,6247000,4200000,2786000,2293000,1802000,1786000,1277000,2138000,1753000,100000000
12591000,8717000,3874000,2549000,1639000,1332000,596000,746000,312000,673000,871000,200000000
16622000,15587000,1035000,2830000,1850000,2202000,1022000,2954000,502000,3144000,1083000,500000000
5981000,4498000,1483000,1035000,374000,261000,291000,811000,345000,923000,458000,100000000
5000000,3071000,1929000,562000,354000,351000,202000,594000,206000,468000,334000,100000000
19224000,11602000,7621000,2501000,998000,1964000,1353000,1569000,341000,1921000,957000,100000000
14972000,11605000,3367000,2577000,1924000,678000,660000,1013000,508000,2258000,1987000,1000000000
20893000,15362000,5531000,3600000,756000,1582000,1112000,1823000,863000,2930000,2697000,100000000
8133000,4095000,4038000,815000,453000,359000,399000,871000,323000,392000,483000,500000000
17600000,15374000,2226000,3801000,1050000,983000,1719000,1755000,968000,1867000,3230000,100000000
24344000,19886000,4458000,3718000,2198000,2222000,2007000,2446000,1677000,3859000,1759000,200000000
17099000,13642000,3457000,2562000,1843000,1858000,1486000,1291000,1224000,2378000,1001000,100000000
16383000,8699000,7684000,1218000,916000,1093000,510000,1905000,394000,1338000,1325000,100000000
15043000,9972000,5071000,1995000,1126000,981000,563000,2132000,564000,894000,1718000,100000000
7146000,6581000,565000,1321000,781000,969000,375000,1297000,427000,690000,722000,100000000
21778000,19342000,2436000,4051000,1762000,1458000,1762000,2180000,1414000,3232000,3484000,100000000
11946000,7508000,4438000,1718000,1062000,543000,557000,1555000,390000,550000,1133000,200000000
17522000,10000000,7523000,1764000,1385000,1553000,725000,1762000,606000,591000,1614000,100000000
7185000,5044000,2140000,967000,366000,768000,308000,1107000,295000,480000,752000,500000000
9103000,6009000,3094000,1284000,882000,489000,409000,1477000,388000,491000,588000,200000000
22175000,17896000,4280000,4203000,3379000,2572000,1381000,2609000,1155000,1170000,1426000,100000000
13263000,12400000,864000,2611000,1424000,1080000,1217000,2913000,417000,2087000,651000,200000000
22266000,14770000,7496000,2837000,1207000,1495000,1518000,3545000,951000,2029000,1189000,20000000
14609000,7713000,6895000,1610000,941000,1157000,427000,1356000,366000,1279000,578000,100000000
5791000,5234000,556000,1459000,520000,763000,362000,1155000,171000,460000,344000,100000000
19460000,10062000,9398000,2728000,1345000,845000,1080000,1512000,813000,1012000,727000,100000000
12051000,11192000,859000,3261000,1463000,1143000,727000,2536000,433000,827000,803000,200000000
18493000,14777000,3716000,3178000,1921000,1061000,1306000,2147000,705000,2683000,1777000,500000000
15126000,13973000,1153000,3537000,1910000,2188000,1179000,1958000,1081000,1119000,1001000,20000000
7284000,4297000,2988000,1026000,341000,474000,368000,548000,282000,304000,954000,50000000
15821000,8201000,7621000,1624000,967000,1145000,696000,1424000,234000,1122000,989000,20000000
25981000,18698000,7283000,4030000,1412000,2322000,1097000,4255000,558000,1759000,3265000,50000000
17465000,12274000,5191000,3018000,1137000,1047000,810000,1329000,426000,2695000,1813000,1000000000
14712000,9551000,5162000,1774000,982000,1416000,997000,1415000,268000,1924000,775000,100000000
20377000,18970000,1407000,4033000,894000,1757000,1733000,3687000,646000,3147000,3075000,100000000
16053000,13969000,2084000,3496000,2272000,1166000,1283000,1154000,796000,2479000,1325000,1000000000
16048000,12801000,3246000,3236000,1440000,1204000,1273000,3470000,424000,973000,782000,200000000
9542000,5470000,4072000,981000,739000,854000,563000,1077000,454000,345000,456000,50000000
16169000,13428000,2742000,2624000,1123000,1458000,910000,3439000,917000,884000,2073000,500000000
20177000,16690000,3488000,2849000,1978000,1935000,1071000,3453000,873000,2702000,1828000,100000000
10820000,7479000,3340000,1572000,836000,765000,477000,1608000,477000,1163000,581000,1000000000
22122000,20268000,1855000,4010000,2268000,2139000,1303000,1389000,1133000,4838000,3189000,200000000
14541000,8363000,6178000,1473000,1149000,1013000,676000,1025000,376000,1144000,1507000,1000000000
10561000,6551000,4010000,1267000,749000,1016000,431000,681000,552000,658000,1197000,500000000
19988000,10563000,9425000,2286000,1499000,741000,708000,2905000,820000,822000,782000,50000000
13566000,11639000,1927000,2979000,696000,1052000,916000,2512000,746000,1415000,1323000,200000000
18798000,14658000,4139000,4053000,1379000,1735000,913000,1229000,1325000,1376000,2648000,100000000
13541000,8690000,4852000,1597000,1456000,856000,618000,1278000,627000,1513000,745000,50000000
14701000,8434000,6267000,2132000,1299000,1325000,552000,659000,453000,665000,1350000,100000000
17468000,9049000,8418000,1493000,1007000,597000,912000,1924000,222000,1612000,1282000,20000000
16454000,9462000,6993000,1644000,1452000,1346000,923000,1387000,451000,1602000,656000,200000000
5022000,3536000,1487000,781000,350000,396000,330000,343000,268000,569000,499000,100000000
9394000,5742000,3652000,1213000,578000,428000,507000,833000,123000,1057000,1003000,500000000
19647000,12113000,7534000,3163000,1206000,1154000,1329000,798000,425000,2017000,2020000,200000000
14339000,12819000,1520000,2629000,1492000,909000,790000,1351000,913000,2241000,2495000,500000000
12381000,9061000,3321000,2608000,905000,832000,1050000,940000,463000,694000,1570000,50000000
8207000,6797000,1410000,1054000,560000,770000,482000,1493000,197000,1211000,1029000,200000000
9601000,4955000,4646000,934000,782000,467000,311000,669000,368000,442000,981000,500000000
5000000,3322000,1678000,610000,228000,443000,309000,623000,200000,463000,446000,50000000
14494000,10372000,4122000,2566000,676000,1132000,741000,1682000,591000,2162000,823000,200000000
12008000,7011000,4997000,1711000,538000,639000,518000,1800000,372000,761000,672000,50000000
10167000,5633000,4534000,1143000,566000,690000,372000,731000,418000,382000,1332000,500000000
14659000,13071000,1589000,3185000,1347000,1885000,1068000,1112000,1076000,1418000,1980000,100000000
16820000,15520000,1299000,3283000,1238000,1661000,1901000,1380000,1354000,1529000,3174000,200000000
25466000,13636000,11830000,2402000,1631000,1785000,1019000,1379000,882000,2335000,2204000,100000000
7441000,4889000,2552000,934000,630000,406000,513000,852000,238000,533000,783000,500000000
20797000,19367000,1430000,3857000,3216000,1634000,1357000,2499000,1833000,1528000,3443000,50000000
19866000,10676000,9189000,2303000,1547000,902000,730000,1434000,566000,1928000,1268000,50000000
11105000,8769000,2336000,2171000,1179000,936000,594000,588000,773000,605000,1923000,20000000
16016000,15015000,1001000,3127000,1119000,2306000,1704000,3210000,645000,1659000,1246000,500000000
12712000,11952000,760000,2169000,737000,1202000,1232000,2824000,742000,1077000,1970000,100000000
15928000,11342000,4587000,3179000,1757000,800000,912000,819000,1047000,736000,2092000,100000000
22546000,12924000,9622000,3241000,1862000,1836000,1610000,1516000,687000,1211000,961000,100000000
18028000,10653000,7375000,2557000,770000,1127000,1019000,1321000,896000,2003000,960000,100000000
17543000,15794000,1749000,3961000,1528000,1687000,1016000,2180000,883000,1128000,3411000,50000000
12848000,11695000,1153000,2724000,1960000,2041000,1164000,910000,725000,838000,1333000,1000000000
7580000,5863000,1716000,1554000,671000,412000,577000,449000,430000,913000,859000,50000000
13958000,11791000,2167000,2627000,1380000,1797000,975000,2957000,453000,806000,796000,500000000
21033000,17520000,3513000,3407000,1483000,1742000,1619000,4016000,1302000,2209000,1743000,100000000
7364000,5875000,1489000,1136000,673000,573000,432000,1441000,226000,300000,1095000,100000000
9725000,8482000,1242000,1678000,1165000,1311000,640000,1266000,510000,957000,956000,500000000
15631000,12637000,2994000,2066000,1670000,1520000,619000,2722000,802000,1178000,2060000,100000000
10077000,7460000,2617000,1808000,919000,427000,602000,1585000,160000,1054000,905000,50000000
11037000,6696000,4342000,1570000,710000,711000,582000,1484000,167000,823000,648000,100000000
12882000,10753000,2129000,2080000,1436000,992000,1096000,708000,931000,1858000,1652000,100000000
8172000,5827000,2345000,1042000,554000,567000,457000,1015000,388000,1071000,732000,50000000
10129000,6408000,3721000,1326000,426000,729000,393000,957000,426000,992000,1159000,100000000
18517000,15941000,2576000,2846000,2303000,1660000,852000,2650000,772000,3166000,1694000,50000000
8463000,6885000,1578000,1628000,804000,445000,738000,1175000,490000,453000,1153000,500000000
7011000,6462000,548000,1242000,618000,581000,403000,1181000,451000,1121000,866000,200000000
11850000,6807000,5043000,1425000,986000,347000,530000,1612000,304000,651000,953000,50000000
18660000,14781000,3879000,3217000,2165000,1237000,871000,3146000,1032000,1334000,1777000,200000000
14015000,8548000,5467000,1866000,918000,827000,483000,1894000,209000,934000,1416000,50000000
12677000,11493000,1184000,2831000,613000,1315000,624000,1686000,604000,1923000,1897000,100000000
15222000,8292000,6929000,1418000,688000,773000,691000,1445000,307000,1483000,1489000,500000000
6271000,4988000,1284000,1137000,687000,312000,394000,636000,246000,636000,940000,200000000
17474000,14957000,2516000,2996000,1552000,2820000,1596000,2403000,529000,1440000,1620000,50000000
16917000,11160000,5757000,1917000,1607000,1233000,1029000,2455000,451000,880000,1588000,100000000
12953000,12038000,915000,2076000,783000,1095000,777000,3098000,330000,1486000,2393000,200000000
20030000,17683000,2347000,3589000,1782000,2446000,976000,3111000,787000,1750000,3242000,50000000
9363000,5923000,3440000,1077000,683000,930000,400000,1463000,313000,577000,480000,50000000
20640000,10390000,10250000,2494000,803000,684000,757000,1298000,423000,1887000,2045000,50000000
15772000,9992000,5781000,2238000,1510000,1205000,977000,1426000,802000,959000,874000,1000000000
13317000,8344000,4973000,1303000,954000,904000,802000,1826000,213000,1184000,1158000,500000000
14901000,13418000,1483000,3257000,1074000,1019000,1169000,1906000,1022000,1792000,2178000,500000000
14464000,13526000,937000,3361000,1258000,1044000,1180000,825000,588000,2683000,2589000,50000000
21101000,11220000,9882000,2408000,1361000,1185000,1057000,1344000,356000,1608000,1900000,100000000
9617000,6848000,2769000,1230000,641000,660000,653000,1042000,292000,802000,1528000,100000000
11187000,8354000,2833000,1898000,1111000,1075000,495000,652000,597000,1174000,1353000,500000000
20182000,10935000,9247000,2970000,886000,795000,1134000,1581000,925000,1302000,1341000,100000000
12022000,8053000,3969000,1695000,690000,1276000,799000,2138000,189000,574000,693000,100000000
19503000,12534000,6969000,2519000,888000,1847000,1126000,3054000,397000,1691000,1010000,100000000
23497000,17417000,6080000,3884000,1185000,2430000,1249000,2731000,1187000,3512000,1239000,100000000
12991000,10361000,2630000,2292000,775000,738000,678000,1858000,378000,1804000,1838000,20000000
18407000,15030000,3376000,2831000,2423000,1963000,1188000,1299000,1214000,2126000,1986000,100000000
9232000,5184000,4048000,840000,312000,493000,300000,1052000,352000,813000,1022000,100000000
18774000,16255000,2519000,3771000,1137000,1808000,1158000,2315000,1156000,2258000,2651000,20000000
15997000,12883000,3114000,2049000,1036000,1091000,779000,2611000,424000,2303000,2591000,100000000
17365000,15630000,1735000,3712000,1723000,2057000,1154000,2753000,447000,1008000,2776000,100000000
11772000,8266000,3506000,1794000,1238000,537000,522000,959000,754000,1095000,1366000,50000000
6695000,6040000,654000,1243000,775000,738000,603000,1343000,274000,545000,519000,50000000
17516000,15582000,1934000,3357000,1046000,2732000,1282000,3381000,924000,1048000,1812000,500000000
5000000,3486000,1514000,767000,368000,366000,234000,661000,195000,557000,338000,50000000
13413000,9007000,4406000,2914000,1465000,896000,669000,891000,568000,908000,695000,100000000
19706000,18125000,1581000,4500000,1889000,1457000,1107000,3213000,1346000,1829000,2785000,50000000
15959000,13116000,2844000,2888000,1163000,1342000,1120000,1433000,1026000,2381000,1763000,200000000
24742000,22706000,2036000,4148000,3194000,2042000,1369000,5470000,984000,3895000,1604000,200000000
20126000,17281000,2845000,3194000,1490000,892000,1438000,4237000,574000,2387000,3069000,500000000
11731000,9082000,2649000,2467000,906000,671000,622000,759000,304000,1199000,2153000,100000000
15137000,8357000,6779000,1926000,740000,1159000,669000,1781000,300000,1163000,619000,200000000
14763000,9318000,5445000,3144000,1218000,756000,1115000,915000,368000,757000,1044000,100000000
7089000,6635000,454000,1264000,479000,958000,646000,1486000,146000,1068000,588000,50000000
10298000,6629000,3669000,1798000,904000,770000,609000,611000,186000,699000,1052000,500000000
12196000,6610000,5586000,1541000,867000,788000,576000,557000,317000,763000,1201000,100000000
5000000,4092000,908000,841000,557000,318000,459000,510000,318000,327000,762000,100000000
15237000,12652000,2586000,2665000,1068000,1609000,731000,2206000,891000,1766000,1716000,500000000
13755000,8644000,5110000,1876000,1267000,522000,916000,1060000,287000,1801000,916000,500000000
6636000,4207000,2429000,961000,537000,233000,353000,728000,266000,510000,618000,100000000
17021000,12102000,4919000,2939000,1421000,909000,905000,2694000,872000,1024000,1339000,20000000
18579000,9472000,9108000,1775000,1069000,584000,938000,1263000,471000,1856000,1516000,20000000
16135000,13799000,2336000,2460000,1981000,1589000,948000,2543000,1020000,1885000,1373000,200000000
13380000,8599000,4781000,2848000,859000,1485000,847000,849000,396000,715000,600000,500000000
17957000,15878000,2080000,3906000,1462000,1325000,1238000,3802000,653000,1321000,2170000,500000000
18401000,15847000,2554000,3494000,1328000,2731000,1781000,2004000,944000,1490000,2076000,500000000
16537000,13190000,3347000,3024000,1800000,1541000,1007000,2735000,374000,963000,1746000,500000000
10877000,7029000,3848000,1627000,453000,1089000,476000,1188000,377000,567000,1252000,500000000
16383000,11998000,4385000,2835000,805000,782000,815000,2081000,336000,2270000,2073000,500000000
20977000,14688000,6290000,2896000,1811000,1175000,1058000,1876000,723000,1504000,3646000,500000000
12017000,7841000,4176000,1818000,1314000,599000,542000,909000,258000,1119000,1283000,100000000
25490000,22473000,3016000,5232000,2064000,2072000,2201000,3573000,534000,3846000,2951000,100000000
12372000,8878000,3494000,1664000,1314000,1025000,907000,1072000,428000,1570000,899000,100000000
15162000,13263000,1899000,2556000,1511000,1236000,927000,1730000,733000,2486000,2082000,50000000
11638000,6370000,5268000,1341000,786000,522000,378000,953000,201000,1345000,845000,100000000
16116000,9081000,7035000,1714000,1343000,1121000,724000,1041000,795000,1354000,989000,500000000
6289000,5910000,379000,1326000,379000,617000,477000,798000,269000,1199000,846000,1000000000
12270000,9380000,2890000,2215000,1283000,778000,798000,2196000,192000,969000,948000,50000000
9539000,6958000,2581000,1342000,997000,454000,411000,1256000,163000,858000,1476000,200000000
15677000,11529000,4148000,2140000,1796000,1364000,907000,2703000,749000,820000,1049000,1000000000
19972000,11921000,8051000,2666000,1693000,1512000,1042000,774000,788000,1977000,1469000,50000000
18230000,15011000,3219000,3656000,2322000,2119000,1672000,849000,1249000,1526000,1618000,500000000
5000000,2691000,2309000,744000,235000,469000,182000,514000,85000,207000,253000,50000000
25210000,19109000,6101000,4748000,1726000,2667000,1173000,4536000,897000,1364000,1999000,100000000
16476000,12470000,4006000,2049000,1087000,981000,1325000,2295000,978000,2111000,1645000,500000000
11118000,10132000,985000,2219000,714000,862000,823000,2036000,795000,988000,1696000,20000000
15786000,11631000,4155000,2648000,1432000,1648000,1015000,907000,396000,1927000,1659000,100000000
15881000,8920000,6961000,1798000,476000,964000,667000,1837000,549000,1390000,1240000,100000000
11666000,8840000,2826000,2217000,583000,1353000,693000,1645000,642000,1067000,640000,500000000
15990000,8652000,7338000,1603000,1317000,1259000,627000,728000,370000,1746000,1003000,100000000
11963000,7078000,4884000,1592000,1179000,644000,536000,1115000,190000,959000,864000,500000000
12978000,6671000,6307000,1116000,896000,955000,626000,457000,353000,1176000,1091000,100000000
11569000,8456000,3112000,2143000,1263000,613000,877000,1274000,598000,915000,773000,100000000
7837000,4216000,3620000,704000,493000,383000,383000,866000,163000,854000,370000,20000000
15729000,11187000,4542000,2165000,1782000,1087000,925000,1473000,387000,2543000,825000,1000000000
17926000,16489000,1437000,3783000,1967000,2092000,1246000,2222000,484000,2130000,2565000,50000000
17574000,14479000,3095000,2915000,2210000,1431000,1058000,2270000,1047000,1186000,2362000,500000000
19100000,10215000,8884000,2110000,668000,1062000,1059000,1657000,258000,1691000,1711000,100000000
16622000,9988000,6634000,1914000,1276000,1027000,908000,1398000,551000,1341000,1573000,50000000
12336000,9908000,2428000,2223000,1146000,919000,665000,1540000,661000,1996000,758000,100000000
19198000,17329000,1870000,3712000,2146000,1489000,1319000,1184000,1327000,3411000,2740000,100000000
8212000,4228000,3985000,887000,531000,504000,385000,627000,257000,759000,277000,1000000000
10497000,9086000,1411000,1393000,1035000,997000,551000,1919000,457000,1228000,1506000,200000000
10179000,7663000,2516000,1547000,1138000,817000,656000,1694000,404000,857000,549000,50000000
20400000,15213000,5187000,3250000,1038000,1767000,1093000,1653000,692000,2927000,2793000,100000000
19714000,18354000,1360000,4435000,1553000,2307000,1384000,4134000,629000,2670000,1242000,200000000
17437000,14585000,2852000,4068000,945000,1023000,1088000,2123000,954000,2012000,2373000,100000000
20360000,17968000,2391000,4698000,1441000,2105000,1299000,2013000,553000,1804000,4056000,500000000
10604000,6991000,3613000,1786000,592000,395000,392000,1587000,373000,741000,1125000,50000000
16743000,12548000,4195000,2949000,1853000,1763000,972000,1395000,969000,764000,1883000,20000000
14374000,11168000,3206000,2359000,1156000,1195000,694000,2627000,552000,1765000,819000,200000000
19234000,12401000,6834000,2879000,1669000,832000,835000,1673000,670000,1868000,1975000,200000000
14424000,10913000,3511000,1974000,1132000,1195000,617000,2310000,809000,1267000,1610000,500000000
13075000,7930000,5145000,1533000,858000,1137000,545000,828000,478000,1585000,966000,50000000
17705000,9995000,7710000,2410000,693000,953000,862000,2048000,314000,1747000,967000,50000000
19381000,12952000,6429000,2356000,1967000,2284000,1498000,1425000,810000,1331000,1279000,500000000
11658000,9708000,1951000,2019000,1311000,1521000,702000,567000,436000,1113000,2038000,100000000
14695000,13406000,1289000,2710000,1043000,1660000,666000,2749000,418000,1645000,2515000,200000000
9708000,6853000,2854000,1494000,502000,796000,413000,1340000,357000,798000,1154000,50000000
5000000,3946000,1054000,958000,290000,367000,366000,911000,174000,368000,513000,500000000
16002000,8743000,7259000,1778000,1312000,901000,669000,572000,659000,873000,1979000,1000000000
18045000,16367000,1678000,3344000,2078000,2423000,1076000,3369000,919000,1581000,1576000,1000000000
16310000,12329000,3982000,1917000,1366000,1067000,1182000,2675000,323000,2395000,1404000,100000000
5252000,4470000,782000,1102000,468000,378000,411000,711000,260000,658000,482000,50000000
13246000,11358000,1888000,2989000,883000,858000,1294000,1893000,476000,1394000,1572000,50000000
5000000,3077000,1923000,604000,205000,451000,341000,490000,108000,588000,290000,50000000
21849000,16127000,5722000,3814000,1184000,1916000,1827000,2995000,1476000,1615000,1301000,200000000
9570000,8921000,649000,2362000,664000,676000,772000,2120000,413000,1416000,498000,100000000
21277000,11497000,9780000,2866000,741000,1620000,755000,1648000,701000,1849000,1317000,100000000
19729000,15929000,3800000,3839000,1777000,1663000,1455000,1858000,1227000,1004000,3106000,100000000
10497000,9794000,703000,2827000,1026000,1277000,805000,910000,629000,938000,1382000,200000000
9336000,5931000,3405000,1410000,592000,410000,466000,1159000,222000,752000,920000,500000000
16752000,14870000,1882000,2744000,1852000,1173000,935000,1132000,1142000,2968000,2924000,20000000
10778000,9918000,861000,2364000,1359000,734000,760000,729000,541000,1874000,1558000,500000000
15512000,12971000,2541000,2418000,1428000,1262000,951000,2318000,670000,2252000,1673000,100000000
12586000,7603000,4983000,1340000,563000,944000,543000,1398000,549000,1315000,952000,50000000
6094000,3963000,2131000,1040000,584000,549000,299000,400000,220000,565000,306000,1000000000
5000000,2581000,2419000,479000,346000,186000,179000,589000,98000,350000,354000,50000000
16133000,14103000,2030000,2042000,1068000,1768000,1142000,2716000,833000,2461000,2074000,100000000
12192000,10757000,1435000,2419000,705000,826000,995000,2553000,382000,2197000,682000,500000000
12235000,9601000,2634000,1862000,1507000,661000,811000,2164000,806000,1117000,673000,100000000
18479000,12171000,6308000,2788000,1662000,1576000,993000,1546000,875000,1198000,1533000,500000000
20867000,11155000,9712000,2623000,673000,909000,1125000,1724000,669000,1283000,2148000,50000000
13637000,11440000,2197000,2452000,601000,1438000,909000,2666000,348000,1479000,1547000,100000000
13297000,10996000,2301000,2750000,1804000,698000,1335000,755000,646000,1430000,1578000,20000000
17501000,15937000,1563000,3620000,1349000,999000,1139000,3543000,764000,1315000,3207000,100000000
8215000,6808000,1407000,1671000,1048000,822000,464000,1034000,281000,1032000,455000,20000000
16116000,14068000,2048000,3382000,1180000,1124000,1394000,2351000,502000,2970000,1165000,100000000
17759000,14841000,2918000,3937000,2198000,853000,949000,1859000,578000,2000000,2467000,200000000
18401000,14423000,3978000,4105000,943000,1603000,1575000,2841000,884000,1374000,1099000,200000000
5316000,3680000,1637000,950000,290000,316000,264000,705000,233000,655000,268000,100000000
11193000,10141000,1053000,2029000,1377000,1218000,794000,768000,737000,1528000,1691000,20000000
10609000,8412000,2197000,2133000,641000,1156000,688000,1430000,289000,1359000,715000,50000000
15499000,10528000,4971000,2259000,751000,1322000,625000,1696000,382000,1793000,1700000,50000000
17404000,9356000,8048000,2109000,1213000,709000,764000,1845000,242000,1496000,979000,20000000
22484000,14183000,8301000,3527000,904000,1408000,1310000,2329000,1118000,2555000,1032000,50000000
12525000,9327000,3198000,2263000,562000,1132000,933000,1279000,404000,1739000,1016000,100000000
12512000,7808000,4704000,1960000,693000,479000,596000,1310000,635000,1190000,946000,50000000
20748000,12440000,8309000,2530000,1507000,1105000,997000,1966000,974000,1447000,1915000,500000000
16483000,12153000,4330000,2218000,1619000,1768000,1253000,3169000,303000,849000,976000,20000000
21338000,12300000,9038000,2690000,2026000,1329000,931000,1648000,539000,2322000,815000,200000000
16444000,14145000,2299000,3957000,1817000,1963000,1038000,1003000,666000,1242000,2459000,100000000
9214000,6616000,2599000,1368000,705000,471000,447000,1440000,289000,1423000,472000,200000000
8334000,6319000,2015000,1373000,596000,886000,686000,1185000,316000,770000,507000,100000000
7242000,4102000,3141000,753000,491000,219000,231000,846000,182000,661000,719000,100000000
18310000,11830000,6481000,2838000,1651000,1837000,1185000,991000,883000,1724000,721000,200000000
20943000,14336000,6607000,3592000,2072000,894000,1069000,2279000,532000,1740000,2158000,50000000
24247000,20942000,3305000,5281000,3577000,3398000,1516000,1958000,927000,2554000,1730000,100000000
19216000,16267000,2948000,4042000,1414000,1527000,1691000,2495000,989000,1047000,3062000,500000000
20814000,12496000,8319000,2808000,1389000,1517000,987000,2831000,415000,698000,1851000,50000000
12100000,9405000,2695000,2039000,989000,1176000,684000,1935000,423000,1103000,1056000,20000000
9218000,5619000,3599000,1088000,409000,315000,377000,1337000,216000,1142000,734000,200000000
19250000,18186000,1064000,3663000,1185000,1640000,1418000,3416000,683000,2954000,3227000,1000000000
17088000,15866000,1223000,3189000,1797000,1851000,1148000,2323000,890000,2357000,2310000,100000000
