user_id,income,total_spending,savings_investment,spending_behavior_class,is_budget_tracker_user,spending_food,spending_transport,spending_bills,spending_entertainment,spending_shopping,spending_education,spending_other
4147,26000000,15533000,10467000,balanced,0,1949000,2293000,403000,4172000,3227000,1856000,1633000
4148,42000000,22132000,19868000,balanced,0,602000,5064000,2851000,4956000,2746000,620000,5293000
4149,9000000,8238000,762000,high_spender,1,1090000,871000,1345000,1382000,1365000,1009000,1176000
4150,14000000,6867000,7133000,savings_oriented,0,1001000,671000,1262000,1518000,318000,1348000,749000
4151,48000000,14820000,33180000,savings_oriented,0,3518000,2069000,1905000,1152000,2484000,3430000,262000
4152,24000000,9400000,14600000,savings_oriented,1,1204000,848000,2349000,2674000,1801000,20000,504000
4153,6000000,4083000,1917000,balanced,1,45000,161000,498000,412000,671000,1256000,1040000
4154,36000000,30656000,5344000,high_spender,0,7339000,8714000,9973000,280000,1091000,86000,3173000
4155,45000000,22975000,22025000,balanced,1,3313000,2127000,4894000,3554000,3439000,3763000,1885000
4156,5000000,4396000,604000,high_spender,1,205000,70000,1325000,1817000,326000,245000,408000
4157,19000000,12574000,6426000,balanced,0,697000,71000,1671000,3195000,3110000,2059000,1771000
4158,22000000,6625000,15375000,savings_oriented,0,1900000,825000,257000,1107000,909000,1384000,243000
4159,50000000,39992000,10008000,high_spender,1,5686000,5776000,4017000,3536000,7108000,7641000,6228000
4160,19000000,9922000,9078000,balanced,0,1510000,1881000,2081000,738000,1583000,1653000,476000
4161,27000000,22763000,4237000,high_spender,0,5843000,9000,39000,5430000,3772000,5757000,1913000
4162,34000000,10840000,23160000,savings_oriented,0,1628000,1141000,1774000,1296000,1304000,1832000,1865000
4163,10000000,9090000,910000,high_spender,1,387000,1579000,3438000,1706000,1018000,204000,758000
4164,25000000,9506000,15494000,savings_oriented,0,1501000,649000,1103000,1144000,2169000,1421000,1519000
4165,45000000,28472000,16528000,balanced,1,1917000,5174000,8951000,3363000,644000,7971000,452000
4166,35000000,32370000,2630000,high_spender,1,7823000,5459000,4132000,1267000,4789000,5349000,3551000
4167,37000000,13910000,23090000,savings_oriented,0,2950000,417000,616000,4536000,2508000,389000,2494000
4168,44000000,16792000,27208000,savings_oriented,1,4118000,3778000,551000,2690000,956000,536000,4163000
4169,50000000,39086000,10914000,high_spender,0,5334000,2011000,4241000,8462000,9296000,6603000,3139000
4170,14000000,10177000,3823000,high_spender,1,2018000,530000,2260000,211000,2779000,20000,2359000
4171,5000000,4814000,186000,high_spender,0,228000,649000,1072000,1500000,809000,406000,150000
4172,24000000,19918000,4082000,high_spender,1,3787000,1553000,536000,4618000,3256000,3499000,2669000
4173,11000000,8256000,2744000,high_spender,0,1292000,1360000,1227000,1641000,566000,939000,1231000
4174,49000000,16585000,32415000,savings_oriented,0,3388000,4974000,1994000,1635000,1926000,73000,2595000
4175,33000000,11442000,21558000,savings_oriented,0,2780000,2579000,76000,1188000,768000,1147000,2904000
4176,47000000,46734000,266000,high_spender,0,7255000,10456000,3605000,4148000,7221000,6664000,7385000
4177,9000000,6062000,2938000,balanced,0,551000,951000,1318000,859000,796000,222000,1365000
4178,17000000,9748000,7252000,balanced,0,2077000,811000,2653000,738000,604000,1341000,1524000
4179,30000000,12436000,17564000,savings_oriented,0,2176000,2225000,1586000,2614000,434000,2461000,940000
4180,50000000,39608000,10392000,high_spender,0,3943000,9255000,5644000,10179000,5167000,4130000,1290000
4181,30000000,9700000,20300000,savings_oriented,1,1382000,1454000,1738000,375000,1952000,854000,1945000
4182,49000000,15992000,33008000,savings_oriented,0,424000,3538000,3751000,3230000,555000,3183000,1311000
4183,26000000,12447000,13553000,savings_oriented,1,1221000,1462000,1549000,1524000,2258000,2603000,1830000
4184,44000000,41872000,2128000,high_spender,0,5305000,3370000,10415000,1908000,10210000,7468000,3196000
4185,39000000,28192000,10808000,high_spender,0,4774000,2947000,2931000,312000,6825000,2828000,7575000
4186,22000000,21979000,21000,high_spender,0,3862000,1675000,395000,6374000,3873000,1579000,4221000
4187,40000000,23817000,16183000,balanced,1,1661000,901000,3563000,2003000,2965000,1422000,11302000
4188,13000000,9465000,3535000,high_spender,0,2852000,847000,1447000,1639000,1320000,846000,514000
4189,15000000,13948000,1052000,high_spender,1,999000,2838000,1142000,945000,1663000,2713000,3648000
4190,41000000,28068000,12932000,balanced,0,3544000,5748000,4354000,2150000,6512000,5342000,418000
4191,32000000,13490000,18510000,savings_oriented,1,3325000,3005000,1694000,2501000,743000,1342000,880000
4192,49000000,31440000,17560000,balanced,0,1800000,361000,3915000,8873000,9447000,6042000,1002000
4193,33000000,22871000,10129000,balanced,1,3817000,1085000,470000,5229000,5266000,4997000,2007000
4194,39000000,37657000,1343000,high_spender,0,5227000,1752000,7160000,5694000,8043000,8545000,1236000
4195,46000000,42057000,3943000,high_spender,1,1406000,5888000,7582000,4477000,8926000,8377000,5401000
4196,25000000,9382000,15618000,savings_oriented,1,2180000,2327000,2098000,541000,43000,411000,1782000
4197,21000000,13223000,7777000,balanced,0,2898000,2602000,955000,2541000,491000,1190000,2546000
4198,11000000,9462000,1538000,high_spender,1,585000,2562000,33000,2365000,60000,2218000,1639000
4199,22000000,11289000,10711000,balanced,1,1952000,2092000,1486000,1490000,660000,723000,2886000
4200,5000000,2798000,2202000,balanced,0,49000,609000,441000,598000,551000,304000,246000
4201,13000000,12096000,904000,high_spender,0,1746000,1776000,61000,2298000,1576000,2840000,1799000
4202,35000000,20807000,14193000,balanced,0,365000,640000,4254000,3252000,1856000,5754000,4686000
4203,31000000,23618000,7382000,high_spender,0,2685000,2899000,3986000,2526000,2426000,4530000,4566000
4204,41000000,14534000,26466000,savings_oriented,0,2812000,2567000,3110000,2022000,899000,38000,3086000
4205,16000000,9753000,6247000,balanced,1,1186000,1934000,1056000,2213000,45000,1984000,1335000
4206,38000000,25013000,12987000,balanced,1,4343000,4446000,2896000,3150000,4429000,2845000,2904000
4207,32000000,30245000,1755000,high_spender,0,2839000,7266000,1948000,4283000,8137000,2647000,3125000
4208,31000000,24126000,6874000,high_spender,0,4456000,3948000,4204000,1813000,1624000,3858000,4223000
4209,26000000,24260000,1740000,high_spender,1,4641000,3560000,961000,4742000,3753000,3804000,2799000
4210,21000000,14434000,6566000,balanced,1,1818000,1629000,3914000,1340000,3648000,68000,2017000
4211,47000000,31455000,15545000,balanced,1,7035000,5242000,586000,2339000,2687000,5921000,7645000
4212,44000000,32365000,11635000,high_spender,1,8185000,5218000,652000,2054000,2226000,5969000,8061000
4213,44000000,23277000,20723000,balanced,0,1649000,4000000,5752000,3092000,1759000,5374000,1651000
4214,17000000,5970000,11030000,savings_oriented,0,594000,813000,555000,1090000,128000,1922000,868000
4215,16000000,6736000,9264000,savings_oriented,1,1242000,1865000,315000,850000,665000,271000,1528000
4216,22000000,9063000,12937000,savings_oriented,0,2191000,1438000,703000,795000,2034000,444000,1458000
4217,40000000,21148000,18852000,balanced,0,5179000,4904000,2303000,3551000,2466000,2682000,63000
4218,45000000,38492000,6508000,high_spender,0,6191000,1135000,4123000,11160000,8693000,38000,7152000
4219,11000000,4988000,6012000,savings_oriented,0,988000,389000,738000,327000,874000,1251000,421000
4220,32000000,12267000,19733000,savings_oriented,0,3921000,1583000,2930000,1902000,1133000,503000,295000
4221,24000000,10382000,13618000,savings_oriented,1,2063000,174000,1772000,1289000,2294000,1586000,1204000
4222,23000000,7452000,15548000,savings_oriented,0,475000,2166000,959000,908000,1084000,790000,1070000
4223,42000000,14271000,27729000,savings_oriented,1,404000,3585000,919000,3699000,1117000,3727000,820000
4224,31000000,30746000,254000,high_spender,1,7830000,6068000,4314000,6310000,3377000,931000,1916000
4225,22000000,19997000,2003000,high_spender,1,4592000,254000,2287000,2629000,4530000,2556000,3149000
4226,5000000,4477000,523000,high_spender,0,137000,479000,1589000,376000,1713000,85000,98000
4227,42000000,18112000,23888000,savings_oriented,1,716000,1642000,1968000,2954000,5218000,818000,4796000
4228,18000000,8214000,9786000,savings_oriented,1,1306000,268000,794000,1973000,1431000,2353000,89000
4229,50000000,17356000,32644000,savings_oriented,0,2071000,5485000,1728000,216000,968000,4806000,2082000
4230,11000000,5698000,5302000,balanced,0,1160000,1048000,151000,654000,826000,704000,1155000
4231,12000000,8243000,3757000,balanced,0,659000,2483000,900000,984000,1761000,1100000,356000
4232,19000000,8014000,10986000,savings_oriented,0,1210000,855000,1164000,1049000,1201000,1128000,1407000
4233,14000000,9706000,4294000,balanced,0,1529000,1403000,2025000,890000,822000,1579000,1458000
4234,28000000,13468000,14532000,savings_oriented,1,2766000,1165000,1895000,1418000,1506000,2406000,2312000
4235,38000000,34711000,3289000,high_spender,0,5583000,6687000,5325000,4104000,5845000,3563000,3604000
4236,38000000,32808000,5192000,high_spender,0,7442000,4296000,3447000,5118000,8029000,3562000,914000
4237,20000000,16779000,3221000,high_spender,0,1722000,305000,2277000,3555000,3477000,2196000,3247000
4238,41000000,34849000,6151000,high_spender,0,1715000,2351000,4199000,7195000,7825000,2460000,9104000
4239,15000000,14808000,192000,high_spender,1,3265000,136000,204000,2397000,2741000,2056000,4009000
4240,40000000,26091000,13909000,balanced,0,4346000,4486000,1989000,3620000,3677000,4706000,3267000
4241,42000000,26528000,15472000,balanced,1,6527000,1274000,6289000,4941000,3167000,2958000,1372000
4242,26000000,21982000,4018000,high_spender,1,1291000,9905000,768000,1723000,3100000,1695000,3500000
4243,28000000,11327000,16673000,savings_oriented,0,1816000,1202000,1980000,1188000,1439000,1996000,1706000
4244,36000000,30215000,5785000,high_spender,1,6033000,2169000,3051000,7396000,1826000,7201000,2539000
4245,5000000,2065000,2935000,savings_oriented,1,352000,40000,77000,418000,696000,150000,332000
4246,33000000,21477000,11523000,balanced,0,1586000,2974000,3530000,4667000,2599000,4932000,1189000
4247,9000000,7067000,1933000,high_spender,0,668000,2089000,454000,2057000,847000,743000,209000
4248,36000000,31239000,4761000,high_spender,0,10429000,5336000,3008000,591000,6753000,2248000,2874000
4249,36000000,33172000,2828000,high_spender,1,7675000,7475000,3255000,2213000,4919000,1961000,5674000
4250,50000000,46358000,3642000,high_spender,1,8996000,2310000,3388000,11003000,1050000,12242000,7369000
4251,23000000,10378000,12622000,savings_oriented,1,1367000,920000,1913000,3200000,1484000,1192000,302000
4252,33000000,24038000,8962000,high_spender,0,2822000,3912000,2752000,4891000,2555000,3475000,3631000
4253,39000000,12118000,26882000,savings_oriented,1,2630000,400000,219000,2748000,2706000,628000,2787000
4254,24000000,22395000,1605000,high_spender,1,4248000,5301000,3902000,2863000,5246000,800000,35000
4255,40000000,29887000,10113000,high_spender,0,6062000,3542000,7331000,5574000,6655000,221000,502000
4256,31000000,22411000,8589000,high_spender,1,1545000,5482000,4159000,3093000,4737000,1644000,1751000
4257,33000000,14227000,18773000,savings_oriented,1,2501000,1831000,447000,2206000,1976000,2044000,3222000
4258,34000000,12689000,21311000,savings_oriented,0,914000,444000,3030000,1796000,2192000,1718000,2595000
4259,41000000,38825000,2175000,high_spender,1,3797000,7181000,5030000,2565000,5661000,8955000,5636000
4260,38000000,30296000,7704000,high_spender,1,4573000,7097000,5993000,3896000,3906000,4477000,354000
4261,5000000,4616000,384000,high_spender,0,795000,797000,730000,1587000,307000,187000,213000
4262,5000000,2156000,2844000,savings_oriented,1,251000,51000,552000,385000,574000,292000,51000
4263,26000000,20334000,5666000,high_spender,0,1890000,1797000,5332000,1863000,1373000,3661000,4418000
4264,19000000,11922000,7078000,balanced,1,2711000,2500000,166000,3187000,1286000,1849000,223000
4265,50000000,21780000,28220000,savings_oriented,1,2968000,6563000,1101000,3878000,1149000,1299000,4822000
4266,9000000,8978000,22000,high_spender,1,1062000,27000,2756000,1368000,1099000,1203000,1463000
4267,28000000,14426000,13574000,balanced,1,1025000,2819000,3104000,1484000,1376000,1813000,2805000
4268,49000000,23952000,25048000,savings_oriented,1,83000,2857000,2683000,4329000,4449000,4633000,4918000
4269,31000000,12791000,18209000,savings_oriented,1,1721000,669000,771000,2167000,2553000,1913000,2997000
4270,43000000,15038000,27962000,savings_oriented,0,1752000,5347000,425000,1045000,1683000,4407000,379000
4271,14000000,8054000,5946000,balanced,0,986000,964000,1200000,1698000,436000,1959000,811000
4272,28000000,17720000,10280000,balanced,0,3607000,3222000,3078000,1722000,2787000,971000,2333000
4273,33000000,25029000,7971000,high_spender,0,3486000,4427000,2247000,4823000,2349000,4856000,2841000
4274,46000000,14385000,31615000,savings_oriented,0,3398000,3456000,1673000,145000,2723000,2358000,632000
4275,28000000,17918000,10082000,balanced,1,3791000,4023000,197000,4164000,627000,1236000,3880000
4276,37000000,18121000,18879000,savings_oriented,1,3014000,3637000,3255000,2088000,328000,2670000,3129000
4277,17000000,14987000,2013000,high_spender,1,816000,1879000,809000,1322000,3798000,1955000,4408000
4278,48000000,21855000,26145000,savings_oriented,1,3370000,4535000,3968000,1107000,1995000,2078000,4802000
4279,22000000,21203000,797000,high_spender,1,2237000,1950000,5894000,2553000,3034000,307000,5228000
4280,12000000,9877000,2123000,high_spender,0,1110000,1608000,1674000,1443000,632000,890000,2520000
4281,17000000,6413000,10587000,savings_oriented,0,1032000,774000,759000,952000,628000,997000,1271000
4282,49000000,44791000,4209000,high_spender,0,10278000,7952000,1882000,6801000,11391000,5453000,1034000
4283,5000000,4502000,498000,high_spender,1,130000,1203000,940000,904000,618000,633000,74000
4284,11000000,8231000,2769000,high_spender,1,3181000,789000,1606000,561000,1668000,138000,288000
4285,5000000,2898000,2102000,balanced,1,211000,4000,620000,733000,738000,424000,168000
4286,6000000,5875000,125000,high_spender,0,554000,585000,1235000,228000,1289000,943000,1041000
4287,5000000,2033000,2967000,savings_oriented,0,201000,205000,275000,411000,349000,351000,241000
4288,28000000,23254000,4746000,high_spender,1,8472000,2477000,1529000,7726000,181000,522000,2347000
4289,14000000,13706000,294000,high_spender,1,2204000,793000,1864000,3229000,187000,3029000,2400000
4290,20000000,10111000,9889000,balanced,1,1267000,2358000,1945000,530000,2479000,293000,1239000
4291,37000000,34497000,2503000,high_spender,0,7555000,8248000,716000,7666000,2990000,2878000,4444000
4292,41000000,14563000,26437000,savings_oriented,0,70000,1650000,1509000,4477000,3281000,966000,2610000
4293,9000000,4017000,4983000,savings_oriented,0,755000,235000,580000,486000,588000,705000,668000
4294,31000000,27162000,3838000,high_spender,1,4848000,7113000,2174000,2849000,2900000,6785000,493000
4295,28000000,18720000,9280000,balanced,0,1582000,2069000,3312000,4203000,2038000,3700000,1816000
4296,37000000,15146000,21854000,savings_oriented,1,3620000,1447000,1656000,2349000,462000,2865000,2747000
4297,25000000,8368000,16632000,savings_oriented,0,274000,33000,1197000,936000,1760000,2095000,2073000
4298,6000000,4967000,1033000,high_spender,1,984000,1076000,468000,36000,547000,1083000,773000
4299,42000000,41389000,611000,high_spender,1,975000,6518000,74000,9959000,5620000,6916000,11327000
4300,49000000,30243000,18757000,balanced,0,4162000,8130000,5576000,2028000,9658000,607000,82000
4301,7000000,3245000,3755000,savings_oriented,1,601000,280000,367000,42000,852000,311000,792000
4302,28000000,23961000,4039000,high_spender,1,9593000,2135000,5064000,206000,1652000,3842000,1469000
4303,35000000,33334000,1666000,high_spender,0,9697000,173000,9104000,4178000,4048000,5767000,367000
4304,7000000,2715000,4285000,savings_oriented,0,9000,571000,673000,506000,647000,120000,189000
4305,6000000,2974000,3026000,savings_oriented,1,206000,277000,886000,520000,242000,343000,500000
4306,32000000,26402000,5598000,high_spender,1,3336000,5520000,5000,6477000,3883000,2796000,4385000
4307,45000000,37187000,7813000,high_spender,0,330000,1148000,9217000,10163000,8592000,5508000,2229000
4308,29000000,28724000,276000,high_spender,1,2024000,4957000,4161000,6775000,5936000,4279000,592000
4309,49000000,46624000,2376000,high_spender,1,1655000,5515000,7804000,1501000,7875000,12155000,10119000
4310,17000000,13656000,3344000,high_spender,0,2700000,119000,845000,2865000,3224000,3160000,743000
4311,38000000,36948000,1052000,high_spender,0,8580000,3682000,8667000,3716000,6863000,2269000,3171000
4312,20000000,10194000,9806000,balanced,0,810000,3556000,945000,1858000,1441000,419000,1165000
4313,15000000,7206000,7794000,savings_oriented,0,1471000,916000,26000,1695000,783000,1191000,1124000
4314,9000000,4954000,4046000,balanced,1,1249000,804000,1360000,465000,689000,260000,127000
4315,44000000,38510000,5490000,high_spender,1,3073000,5290000,1219000,7972000,10440000,3436000,7080000
4316,21000000,11862000,9138000,balanced,0,2134000,1986000,1745000,721000,1090000,3485000,701000
4317,15000000,14642000,358000,high_spender,1,2168000,196000,177000,3528000,1251000,3461000,3861000
4318,45000000,40050000,4950000,high_spender,1,2131000,5242000,1266000,11776000,8836000,1811000,8988000
4319,16000000,11161000,4839000,balanced,0,541000,3043000,583000,2271000,1459000,505000,2759000
4320,36000000,21408000,14592000,balanced,0,1928000,4562000,4876000,4344000,4021000,1598000,79000
4321,31000000,12763000,18237000,savings_oriented,0,1599000,2529000,1911000,1902000,220000,2702000,1900000
4322,24000000,18438000,5562000,high_spender,0,2055000,2763000,52000,988000,4225000,8133000,222000
4323,13000000,11535000,1465000,high_spender,1,4024000,2060000,1208000,99000,1106000,120000,2918000
4324,41000000,26956000,14044000,balanced,0,1318000,5817000,6594000,1716000,503000,9252000,1756000
4325,25000000,23159000,1841000,high_spender,0,4024000,5145000,1139000,1157000,2704000,4917000,4073000
4326,26000000,9477000,16523000,savings_oriented,1,834000,2191000,527000,2527000,1243000,537000,1618000
4327,31000000,30595000,405000,high_spender,1,1005000,7087000,5966000,8033000,2401000,4607000,1496000
4328,25000000,20206000,4794000,high_spender,1,2255000,3583000,4212000,1120000,1889000,3063000,4084000
4329,42000000,38376000,3624000,high_spender,0,4817000,1650000,7713000,3954000,8433000,5875000,5934000
4330,33000000,32813000,187000,high_spender,0,3339000,7763000,8995000,2266000,5805000,2502000,2143000
4331,13000000,5498000,7502000,savings_oriented,1,1169000,975000,88000,251000,1401000,282000,1332000
4332,17000000,15327000,1673000,high_spender,1,735000,2221000,2941000,776000,5014000,905000,2735000
4333,50000000,34440000,15560000,balanced,1,1360000,5022000,607000,9065000,5631000,3879000,8876000
4334,50000000,27862000,22138000,balanced,0,6197000,1078000,3099000,3914000,3622000,4330000,5622000
4335,47000000,41118000,5882000,high_spender,0,7280000,1801000,9095000,7627000,6873000,2717000,5725000
4336,24000000,8902000,15098000,savings_oriented,1,1664000,2960000,1361000,306000,2149000,252000,210000
4337,11000000,5453000,5547000,savings_oriented,0,582000,903000,1355000,1230000,362000,421000,600000
4338,10000000,6492000,3508000,balanced,1,366000,1305000,32000,986000,1089000,1903000,811000
4339,12000000,8534000,3466000,high_spender,0,3410000,581000,338000,751000,630000,1062000,1762000
4340,22000000,20504000,1496000,high_spender,0,3578000,1149000,1571000,3341000,1514000,3618000,5733000
4341,24000000,18163000,5837000,high_spender,0,233000,4080000,1659000,2285000,3202000,2466000,4238000
4342,23000000,17159000,5841000,high_spender,0,3194000,802000,3092000,2310000,1903000,4257000,1601000
4343,33000000,30655000,2345000,high_spender,0,7962000,10477000,1686000,2980000,5324000,329000,1897000
4344,10000000,7252000,2748000,high_spender,1,1351000,874000,1269000,132000,1399000,1491000,736000
4345,33000000,13386000,19614000,savings_oriented,0,899000,1323000,3073000,56000,138000,5044000,2853000
4346,21000000,13235000,7765000,balanced,0,170000,2901000,2097000,3899000,566000,2471000,1131000
4347,37000000,25311000,11689000,balanced,0,1664000,2306000,3101000,3945000,6542000,3717000,4036000
4348,20000000,15293000,4707000,high_spender,0,2797000,2222000,1140000,2149000,2985000,1129000,2871000
4349,38000000,11580000,26420000,savings_oriented,0,2994000,3226000,2099000,903000,1295000,711000,352000
4350,9000000,6912000,2088000,high_spender,0,1042000,566000,1979000,1906000,785000,150000,484000
4351,27000000,8655000,18345000,savings_oriented,0,1834000,1984000,691000,534000,1054000,511000,2047000
4352,10000000,3456000,6544000,savings_oriented,0,67000,622000,545000,96000,779000,805000,542000
4353,16000000,14487000,1513000,high_spender,0,2116000,1490000,3038000,1437000,2313000,2737000,1356000
4354,39000000,12219000,26781000,savings_oriented,1,2142000,683000,1475000,2140000,2015000,1492000,2272000
4355,5000000,2117000,2883000,savings_oriented,0,443000,288000,212000,236000,504000,134000,300000
4356,30000000,25204000,4796000,high_spender,1,3340000,3544000,5094000,977000,2495000,6057000,3697000
4357,6000000,3122000,2878000,balanced,0,642000,54000,677000,869000,257000,190000,433000
4358,22000000,16765000,5235000,high_spender,0,687000,4848000,1509000,3998000,968000,1228000,3527000
4359,22000000,21124000,876000,high_spender,0,3977000,2000,5381000,652000,1213000,3337000,6562000
4360,9000000,5464000,3536000,balanced,0,816000,1233000,766000,844000,92000,1155000,558000
4361,15000000,11798000,3202000,high_spender,1,358000,3916000,2327000,928000,835000,3408000,26000
4362,14000000,8571000,5429000,balanced,1,1877000,234000,1867000,1865000,289000,1985000,454000
4363,35000000,13286000,21714000,savings_oriented,1,1016000,2817000,2055000,2509000,1631000,1162000,2096000
4364,40000000,15780000,24220000,savings_oriented,0,3176000,3241000,1787000,2395000,1069000,1291000,2821000
4365,15000000,6678000,8322000,savings_oriented,0,1317000,1186000,1386000,180000,1320000,657000,632000
4366,48000000,37014000,10986000,high_spender,0,5213000,5422000,5464000,7977000,2890000,1882000,8166000
4367,22000000,11316000,10684000,balanced,0,1431000,2285000,2397000,2598000,438000,639000,1528000
4368,40000000,19953000,20047000,savings_oriented,1,2287000,3277000,3677000,3474000,1862000,2021000,3355000
4369,6000000,4960000,1040000,high_spender,1,1168000,65000,1172000,847000,1008000,393000,307000
4370,35000000,22328000,12672000,balanced,0,1253000,554000,1163000,5244000,5262000,3947000,4905000
4371,47000000,36939000,10061000,high_spender,1,1202000,3949000,5165000,5019000,7521000,7306000,6777000
4372,38000000,12752000,25248000,savings_oriented,1,2601000,1471000,2415000,413000,1893000,2454000,1505000
4373,31000000,21480000,9520000,balanced,0,1210000,4107000,3209000,335000,6008000,2370000,4241000
4374,11000000,3420000,7580000,savings_oriented,0,776000,266000,76000,801000,291000,520000,690000
4375,17000000,15479000,1521000,high_spender,0,2817000,1995000,2024000,1469000,924000,3423000,2827000
4376,27000000,19087000,7913000,high_spender,1,1685000,886000,1164000,5939000,1688000,4097000,3628000
4377,34000000,16657000,17343000,savings_oriented,0,1837000,3743000,4605000,2045000,3744000,580000,103000
4378,14000000,11675000,2325000,high_spender,1,1239000,2592000,1382000,1639000,346000,3194000,1283000
4379,35000000,27318000,7682000,high_spender,0,1153000,4531000,7449000,668000,7530000,4207000,1780000
4380,49000000,42985000,6015000,high_spender,1,5997000,17561000,10853000,2865000,1075000,3291000,1343000
4381,38000000,34775000,3225000,high_spender,0,7314000,3691000,6292000,5693000,5808000,4110000,1867000
4382,6000000,5446000,554000,high_spender,1,1115000,1160000,670000,40000,250000,913000,1298000
4383,45000000,32950000,12050000,high_spender,1,1616000,7897000,53000,6973000,7629000,4025000,4757000
4384,23000000,8241000,14759000,savings_oriented,0,1539000,830000,1198000,360000,2352000,1815000,147000
4385,15000000,11000000,4000000,high_spender,0,886000,2154000,2033000,1258000,1641000,1220000,1808000
4386,40000000,12004000,27996000,savings_oriented,0,1087000,2008000,2906000,2699000,801000,2182000,321000
4387,10000000,3633000,6367000,savings_oriented,1,352000,568000,756000,790000,92000,679000,396000
4388,25000000,13270000,11730000,balanced,0,1957000,1574000,236000,1799000,2976000,3043000,1685000
4389,48000000,21924000,26076000,savings_oriented,0,1813000,3908000,4629000,3837000,3521000,3772000,444000
4390,25000000,20102000,4898000,high_spender,1,5465000,2505000,1614000,2871000,3166000,709000,3772000
4391,35000000,12748000,22252000,savings_oriented,1,925000,3186000,1246000,3243000,1881000,1817000,450000
4392,47000000,37280000,9720000,high_spender,1,3668000,1027000,4412000,8888000,5787000,5021000,8477000
4393,50000000,34100000,15900000,balanced,0,3517000,67000,3146000,8484000,8606000,5711000,4569000
4394,28000000,21566000,6434000,high_spender,0,703000,4087000,5636000,3735000,1768000,2141000,3496000
4395,35000000,21289000,13711000,balanced,0,686000,4227000,3121000,2085000,2092000,4543000,4535000
4396,48000000,27940000,20060000,balanced,1,1786000,5014000,350000,4108000,1462000,6364000,8856000
4397,39000000,17820000,21180000,savings_oriented,0,264000,1350000,5020000,727000,917000,4255000,5287000
4398,20000000,10670000,9330000,balanced,1,1057000,856000,2166000,2212000,1223000,2228000,928000
4399,32000000,28890000,3110000,high_spender,0,2890000,5750000,3593000,249000,228000,7486000,8694000
4400,33000000,29864000,3136000,high_spender,0,5308000,3141000,1627000,1835000,7250000,3354000,7349000
4401,32000000,29164000,2836000,high_spender,1,3815000,6584000,4071000,5123000,7539000,992000,1040000
4402,26000000,25096000,904000,high_spender,1,4680000,2877000,2209000,5221000,4716000,5390000,3000
4403,39000000,12064000,26936000,savings_oriented,1,240000,2057000,2112000,2030000,1954000,2054000,1617000
4404,20000000,6442000,13558000,savings_oriented,0,944000,14000,1276000,1022000,1228000,971000,987000
4405,38000000,31356000,6644000,high_spender,0,991000,5863000,4948000,3515000,7041000,5407000,3591000
4406,42000000,22770000,19230000,balanced,0,1274000,1851000,546000,5046000,4238000,5156000,4659000
4407,34000000,33928000,72000,high_spender,0,8984000,2992000,1638000,3442000,6411000,7853000,2608000
4408,36000000,25410000,10590000,high_spender,1,3650000,6436000,5693000,2233000,5487000,1505000,406000
4409,28000000,9965000,18035000,savings_oriented,1,2495000,137000,111000,997000,2539000,929000,2757000
4410,22000000,11211000,10789000,balanced,0,1426000,1800000,1234000,1914000,1767000,1533000,1537000
4411,40000000,26035000,13965000,balanced,0,919000,2991000,5592000,4638000,5186000,2181000,4528000
4412,46000000,16857000,29143000,savings_oriented,1,1106000,1281000,4452000,2917000,140000,4852000,2109000
4413,47000000,17340000,29660000,savings_oriented,1,3475000,2729000,2361000,2722000,2352000,1436000,2265000
4414,50000000,38930000,11070000,high_spender,1,7675000,97000,8122000,7821000,2606000,4172000,8437000
4415,17000000,7988000,9012000,savings_oriented,1,2748000,213000,673000,1549000,2280000,344000,181000
4416,50000000,47588000,2412000,high_spender,1,5925000,1711000,8878000,10575000,4265000,9823000,6411000
4417,33000000,26124000,6876000,high_spender,0,132000,7551000,1454000,4917000,3067000,3918000,5085000
4418,13000000,4104000,8896000,savings_oriented,1,330000,1066000,538000,533000,868000,367000,402000
4419,46000000,41235000,4765000,high_spender,0,8683000,244000,11058000,11636000,2364000,1218000,6032000
4420,46000000,19620000,26380000,savings_oriented,1,2599000,1537000,3313000,2216000,4438000,2291000,3226000
4421,5000000,3822000,1178000,high_spender,1,301000,355000,525000,119000,855000,949000,718000
4422,36000000,15144000,20856000,savings_oriented,1,3702000,2410000,2332000,945000,3264000,325000,2166000
4423,26000000,12821000,13179000,savings_oriented,0,2381000,1275000,2180000,425000,2354000,2200000,2006000
4424,19000000,16724000,2276000,high_spender,0,1786000,2773000,2293000,4783000,3954000,675000,460000
4425,41000000,13122000,27878000,savings_oriented,1,3799000,299000,1819000,216000,2051000,645000,4293000
4426,47000000,39880000,7120000,high_spender,0,1687000,8096000,5728000,1027000,6874000,8042000,8426000
4427,47000000,22474000,24526000,savings_oriented,0,2996000,6188000,6710000,2438000,1840000,707000,1595000
4428,48000000,19934000,28066000,savings_oriented,1,63000,1171000,6069000,6951000,4762000,610000,308000
4429,13000000,5608000,7392000,savings_oriented,0,544000,1085000,1213000,1091000,606000,321000,748000
4430,38000000,23924000,14076000,balanced,0,5063000,7873000,1100000,2641000,2357000,2570000,2320000
4431,15000000,6531000,8469000,savings_oriented,1,571000,128000,2468000,513000,1421000,149000,1281000
4432,37000000,22407000,14593000,balanced,1,1873000,2524000,3170000,1356000,3397000,4711000,5376000
4433,25000000,16679000,8321000,balanced,0,585000,2177000,5383000,1847000,3665000,507000,2515000
