Monthly_Income,Total_Spending,Savings_Amount,Groceries_Spending,Transport_Spending,Entertainment_Spending,Utilities_Spending,Loan_Repayment,Insurance,Shopping_Spending,Investment_Amount,Other_Spending,Goal_Amount
7570000,5899000,1671000,1077000,601000,668000,400000,794000,270000,342000,656000,1091000,100000000
17044000,14489000,2555000,1686000,806000,685000,574000,1090000,633000,737000,1643000,6635000,100000000
19622000,18384000,1238000,2487000,1199000,1588000,652000,1941000,678000,1501000,1477000,6861000,200000000
17872000,16776000,1096000,2439000,721000,1014000,849000,1609000,707000,764000,1135000,7538000,50000000
14179000,12435000,1744000,1297000,636000,1028000,446000,843000,587000,1131000,818000,5649000,1000000000
8287000,7197000,1090000,920000,526000,619000,482000,875000,200000,762000,744000,2069000,200000000
6017000,5671000,346000,689000,312000,333000,240000,337000,232000,351000,273000,2904000,200000000
25372000,19778000,5594000,2584000,1934000,2278000,1124000,2124000,549000,2839000,1674000,4672000,200000000
13451000,11416000,2035000,1530000,757000,607000,732000,1074000,450000,754000,1075000,4437000,50000000
7338000,6167000,1171000,750000,355000,351000,308000,781000,169000,433000,404000,2616000,200000000
22584000,18511000,4073000,2377000,1396000,1911000,969000,1805000,756000,2553000,1086000,5658000,50000000
25696000,23293000,2403000,3260000,1845000,1181000,1039000,2534000,649000,2441000,2033000,8311000,50000000
11048000,9340000,1708000,1373000,451000,653000,448000,922000,464000,909000,839000,3281000,500000000
14998000,13580000,1418000,1444000,903000,1150000,660000,1361000,705000,996000,1157000,5204000,200000000
20903000,18122000,2781000,2985000,1483000,1663000,1220000,1398000,524000,2122000,2063000,4664000,20000000
20176000,16638000,3538000,2833000,891000,1770000,1172000,1295000,849000,1757000,1198000,4873000,500000000
5738000,5180000,558000,664000,437000,456000,266000,572000,140000,386000,569000,1690000,1000000000
7908000,6115000,1793000,872000,400000,650000,345000,463000,261000,839000,339000,1946000,200000000
12840000,11444000,1396000,1366000,601000,1123000,697000,800000,498000,1330000,545000,4484000,50000000
14096000,12535000,1561000,1826000,896000,954000,711000,1633000,509000,1625000,1290000,3091000,200000000
10934000,8373000,2561000,1389000,514000,625000,617000,741000,237000,1308000,649000,2293000,200000000
9511000,8295000,1216000,891000,639000,743000,494000,691000,294000,389000,584000,3570000,50000000
14068000,12980000,1088000,1787000,839000,678000,824000,1327000,480000,923000,606000,5516000,100000000
18562000,16047000,2515000,1813000,824000,806000,1050000,1500000,589000,1029000,745000,7691000,50000000
16369000,14441000,1928000,1331000,1252000,1298000,911000,1459000,654000,934000,1276000,5326000,200000000
16003000,13618000,2385000,2064000,1071000,1401000,668000,962000,746000,1747000,1142000,3817000,100000000
16143000,13358000,2785000,2020000,998000,1003000,671000,1567000,646000,1905000,1351000,3197000,100000000
19634000,17358000,2276000,2135000,1079000,944000,1026000,1197000,740000,2262000,1053000,6922000,100000000
29341000,23700000,5641000,3427000,1332000,1903000,954000,3003000,718000,2808000,2666000,6889000,100000000
24312000,21624000,2688000,3557000,1661000,1451000,964000,2107000,741000,2052000,1355000,7736000,200000000
12705000,9939000,2766000,1546000,922000,745000,736000,1361000,463000,1157000,850000,2159000,200000000
7379000,5590000,1789000,930000,332000,527000,321000,458000,354000,800000,458000,1410000,100000000
11991000,11359000,632000,1013000,717000,584000,457000,916000,349000,486000,1095000,5742000,200000000
9533000,8834000,699000,873000,566000,563000,422000,1042000,287000,708000,851000,3522000,50000000
29357000,24894000,4463000,2967000,1585000,2449000,1135000,3109000,1106000,2364000,1952000,8227000,200000000
28910000,23862000,5048000,3404000,2069000,2211000,1534000,3400000,1359000,3292000,1776000,4817000,100000000
7363000,5654000,1709000,989000,324000,315000,409000,483000,267000,396000,642000,1829000,200000000
26659000,21964000,4695000,2732000,1285000,1751000,1426000,2339000,673000,2654000,1408000,7696000,100000000
10681000,8301000,2380000,1121000,428000,476000,368000,547000,238000,1217000,1030000,2876000,100000000
24470000,20690000,3780000,2396000,1344000,2150000,981000,2877000,1142000,2474000,1446000,5880000,50000000
15600000,12668000,2932000,1526000,806000,815000,568000,971000,626000,637000,1058000,5661000,200000000
7346000,5622000,1724000,1076000,549000,636000,230000,833000,196000,681000,650000,771000,100000000
17970000,14637000,3333000,2237000,1255000,1468000,938000,1752000,750000,1020000,1576000,3641000,100000000
13812000,11788000,2024000,1256000,599000,933000,592000,1596000,574000,1221000,1127000,3890000,200000000
29997000,24940000,5057000,3916000,2089000,1704000,1149000,2021000,1295000,2571000,1408000,8787000,100000000
13278000,11471000,1807000,1733000,890000,1101000,521000,985000,621000,1548000,724000,3348000,100000000
22070000,20304000,1766000,2795000,1132000,1051000,751000,1357000,542000,1219000,1828000,9629000,100000000
23237000,18496000,4741000,2078000,944000,1139000,1273000,1849000,1132000,1023000,2128000,6930000,200000000
24978000,21659000,3319000,2712000,1114000,1280000,857000,2906000,1248000,2221000,1251000,8070000,1000000000
15031000,13995000,1036000,1315000,752000,1050000,603000,1353000,307000,1015000,1493000,6107000,1000000000
24385000,19732000,4653000,3345000,1772000,1359000,737000,1930000,554000,2439000,1884000,5712000,100000000
23664000,18865000,4799000,2978000,1387000,2117000,1020000,1721000,781000,2827000,2113000,3921000,50000000
10304000,9572000,732000,1190000,791000,513000,419000,937000,217000,743000,898000,3864000,1000000000
24550000,21084000,3466000,2553000,1757000,1971000,1266000,2470000,1032000,1280000,1140000,7615000,500000000
6448000,5505000,943000,599000,332000,289000,332000,506000,255000,544000,390000,2258000,50000000
10814000,9766000,1048000,946000,798000,624000,337000,715000,468000,732000,730000,4416000,100000000
29020000,22931000,6089000,4291000,1296000,1514000,971000,2639000,1450000,3006000,1614000,6150000,50000000
17565000,14822000,2743000,1651000,728000,1561000,1004000,1328000,843000,1453000,1422000,4832000,1000000000
11473000,9586000,1887000,966000,738000,474000,617000,1372000,333000,1292000,845000,2949000,50000000
28384000,24933000,3451000,4181000,1523000,2160000,1183000,2296000,905000,3039000,2806000,6840000,100000000
23276000,20969000,2307000,2756000,1238000,1219000,814000,1872000,1007000,2633000,1186000,8244000,500000000
19220000,15175000,4045000,2609000,1297000,1548000,727000,2090000,608000,1229000,1416000,3651000,200000000
20913000,17638000,3275000,1737000,1548000,1162000,1040000,1413000,857000,2347000,1966000,5568000,200000000
5676000,5119000,557000,679000,300000,280000,331000,310000,270000,620000,241000,2088000,100000000
5379000,4652000,727000,580000,285000,402000,261000,590000,173000,485000,376000,1500000,20000000
5529000,4638000,891000,741000,339000,292000,170000,504000,204000,624000,292000,1472000,50000000
12036000,10098000,1938000,995000,796000,774000,596000,821000,545000,534000,1173000,3864000,200000000
13368000,11208000,2160000,1445000,643000,623000,780000,989000,459000,1375000,1068000,3826000,500000000
24688000,22619000,2069000,3356000,1889000,1882000,1006000,1970000,708000,1275000,1392000,9141000,200000000
13941000,11697000,2244000,1625000,923000,841000,809000,1361000,387000,938000,1386000,3427000,200000000
25920000,22832000,3088000,3072000,1685000,1219000,1299000,2145000,574000,2550000,1376000,8912000,100000000
22051000,18447000,3604000,1914000,1680000,1700000,787000,1714000,660000,1252000,1320000,7420000,200000000
21709000,17730000,3979000,1938000,1656000,981000,746000,2271000,881000,1270000,1748000,6239000,100000000
9371000,8471000,900000,1194000,426000,644000,331000,516000,204000,534000,694000,3928000,100000000
18722000,17334000,1388000,2382000,858000,1318000,954000,1791000,528000,1432000,1675000,6396000,100000000
12185000,10103000,2082000,1810000,859000,1054000,581000,992000,284000,566000,977000,2980000,500000000
23967000,19447000,4520000,3112000,1876000,1140000,1047000,1760000,770000,2658000,1790000,5294000,500000000
12427000,9653000,2774000,1423000,828000,903000,471000,1428000,283000,1223000,747000,2347000,200000000
24975000,22497000,2478000,3497000,1410000,1474000,1429000,2609000,1058000,2025000,1442000,7553000,100000000
27578000,25515000,2063000,2408000,1857000,1656000,1004000,1802000,1319000,1289000,1265000,12915000,20000000
26599000,20090000,6509000,2964000,1307000,1731000,1024000,2545000,685000,1329000,1707000,6798000,100000000
26732000,25181000,1551000,2676000,2136000,1382000,846000,2875000,736000,1280000,2335000,10915000,500000000
18559000,16086000,2473000,1621000,1062000,1170000,710000,2213000,460000,764000,1059000,7027000,50000000
22540000,19189000,3351000,3008000,1742000,1676000,1300000,2229000,578000,2104000,2093000,4459000,200000000
25035000,20225000,4810000,2898000,1433000,1574000,892000,2462000,735000,2023000,2205000,6003000,500000000
27438000,21614000,5824000,3264000,2116000,1156000,991000,2550000,780000,1936000,2740000,6081000,100000000
25546000,21420000,4126000,2779000,1365000,1351000,1226000,1349000,806000,1732000,2134000,8678000,20000000
21920000,20697000,1223000,2460000,1544000,1262000,1030000,1994000,784000,1686000,942000,8995000,200000000
15823000,11873000,3950000,1394000,1235000,914000,558000,1683000,662000,1234000,1196000,2997000,200000000
28278000,23246000,5032000,3594000,1862000,1246000,979000,2197000,1316000,1446000,1643000,8963000,200000000
22035000,17268000,4767000,2430000,1479000,1377000,738000,2007000,744000,1818000,2135000,4540000,200000000
12863000,11153000,1710000,1764000,567000,960000,718000,1477000,608000,564000,1064000,3431000,200000000
27731000,26055000,1676000,2600000,1635000,1177000,1376000,1720000,1120000,3192000,2412000,10823000,100000000
19992000,18662000,1330000,1886000,1509000,1550000,1172000,1392000,837000,1942000,1473000,6901000,100000000
12972000,10323000,2649000,1624000,644000,1138000,454000,749000,463000,529000,1271000,3451000,500000000
7236000,6567000,669000,1007000,518000,293000,317000,615000,258000,457000,364000,2738000,100000000
15940000,12413000,3527000,1802000,1068000,792000,834000,1734000,573000,1891000,1010000,2709000,200000000
5764000,5185000,579000,754000,282000,387000,210000,464000,200000,253000,403000,2232000,50000000
28408000,25515000,2893000,4260000,1458000,1446000,1436000,1559000,959000,1470000,2080000,10847000,100000000
27446000,25537000,1909000,4098000,1567000,2147000,1214000,1879000,1187000,2145000,2376000,8924000,50000000
19794000,18248000,1546000,2615000,891000,1101000,850000,2222000,626000,1351000,1657000,6935000,100000000
5309000,4909000,400000,700000,406000,290000,262000,473000,139000,631000,230000,1778000,50000000
16369000,15412000,957000,1593000,1139000,656000,721000,1866000,394000,1361000,1366000,6316000,1000000000
5745000,5186000,559000,795000,314000,307000,314000,623000,266000,662000,320000,1585000,20000000
17025000,16097000,928000,1845000,885000,866000,986000,1345000,781000,1194000,1106000,7089000,100000000
26865000,21742000,5123000,3958000,1816000,1536000,1281000,2535000,734000,1659000,1800000,6423000,200000000
21440000,17725000,3715000,1837000,1221000,1016000,837000,2069000,505000,1352000,1750000,7138000,500000000
18496000,16934000,1562000,2044000,910000,1290000,986000,1892000,903000,1682000,1496000,5731000,1000000000
5734000,4459000,1275000,682000,328000,298000,201000,420000,198000,506000,360000,1466000,200000000
27992000,24993000,2999000,3033000,2095000,2284000,920000,1966000,638000,2359000,2486000,9212000,500000000
14686000,12378000,2308000,1391000,628000,796000,669000,1438000,389000,810000,694000,5563000,500000000
14423000,11362000,3061000,1753000,789000,729000,713000,1548000,593000,881000,778000,3578000,200000000
13987000,12255000,1732000,1859000,1098000,599000,770000,1105000,314000,883000,916000,4711000,50000000
27217000,24490000,2727000,3406000,1105000,2096000,1596000,1973000,898000,2975000,1446000,8995000,200000000
11194000,8707000,2487000,1079000,847000,732000,629000,1207000,367000,1180000,1071000,1595000,100000000
13945000,13041000,904000,1830000,767000,637000,832000,1368000,566000,787000,1334000,4920000,200000000
19703000,16155000,3548000,1931000,937000,1006000,872000,1459000,512000,1019000,990000,7429000,100000000
11024000,8624000,2400000,1017000,448000,991000,435000,960000,546000,531000,714000,2982000,200000000
11193000,9044000,2149000,1437000,479000,899000,490000,1312000,276000,508000,1114000,2529000,100000000
10318000,9030000,1288000,1434000,484000,593000,509000,1058000,392000,1225000,425000,2910000,200000000
24741000,18799000,5942000,2813000,1015000,1661000,1119000,1621000,738000,2595000,1054000,6183000,100000000
15736000,14522000,1214000,1844000,841000,957000,771000,1112000,377000,651000,1425000,6544000,100000000
16152000,13046000,3106000,1634000,675000,675000,914000,1107000,584000,655000,1016000,5786000,200000000
8948000,7216000,1732000,1026000,606000,706000,313000,979000,224000,852000,750000,1760000,50000000
5125000,4241000,884000,457000,373000,389000,172000,486000,207000,333000,395000,1429000,500000000
27011000,23037000,3974000,3968000,2039000,1633000,1214000,3128000,566000,1294000,2206000,6989000,100000000
20842000,15830000,5012000,2835000,1291000,1715000,1239000,1175000,736000,1607000,1081000,4151000,1000000000
15140000,12971000,2169000,1919000,1179000,1010000,481000,812000,402000,628000,1103000,5437000,200000000
28628000,25289000,3339000,3369000,1152000,1238000,1706000,2786000,1388000,2118000,2255000,9277000,50000000
11281000,9555000,1726000,1528000,512000,598000,666000,775000,466000,666000,825000,3519000,200000000
11785000,9308000,2477000,1351000,610000,743000,457000,1150000,503000,721000,1139000,2634000,200000000
25655000,23536000,2119000,2591000,1836000,1159000,1455000,2582000,1056000,1614000,1051000,10192000,200000000
26654000,23346000,3308000,2432000,2010000,1827000,806000,1901000,1066000,1722000,1410000,10172000,50000000
19069000,15958000,3111000,2390000,1234000,878000,832000,2225000,460000,793000,847000,6299000,100000000
16619000,12986000,3633000,2411000,920000,831000,699000,1732000,830000,1423000,1625000,2515000,100000000
7592000,6605000,987000,689000,506000,643000,433000,575000,302000,636000,410000,2411000,500000000
21143000,17758000,3385000,1958000,999000,1903000,934000,1667000,992000,1947000,1785000,5573000,100000000
10896000,10084000,812000,1202000,635000,736000,463000,1091000,383000,575000,531000,4468000,20000000
20982000,19538000,1444000,2864000,1265000,1489000,1032000,1496000,600000,2509000,905000,7378000,100000000
10439000,9471000,968000,1050000,461000,834000,431000,738000,346000,531000,537000,4543000,1000000000
14784000,12018000,2766000,1445000,611000,1106000,681000,1386000,473000,1551000,836000,3929000,200000000
18065000,16395000,1670000,2229000,1265000,887000,1060000,1074000,370000,1041000,1219000,7250000,200000000
7665000,5937000,1728000,901000,471000,464000,277000,916000,309000,576000,317000,1706000,500000000
18437000,14201000,4236000,1553000,982000,1231000,807000,1293000,777000,1216000,1420000,4922000,50000000
28506000,25567000,2939000,2443000,1639000,1653000,868000,2189000,605000,1842000,2263000,12065000,100000000
25777000,23945000,1832000,3222000,2019000,1258000,1425000,1694000,706000,2034000,1481000,10106000,100000000
12247000,10627000,1620000,1379000,678000,941000,401000,1164000,489000,725000,685000,4165000,100000000
24699000,19543000,5156000,3655000,1090000,1234000,811000,1340000,732000,2069000,1270000,7342000,50000000
5984000,5556000,428000,763000,350000,317000,338000,688000,287000,359000,317000,2137000,100000000
25491000,23711000,1780000,2057000,1680000,1385000,1078000,1817000,596000,3004000,2014000,10080000,50000000
18332000,16518000,1814000,2084000,742000,882000,928000,2107000,877000,1084000,1400000,6414000,200000000
15626000,12680000,2946000,1703000,833000,1289000,871000,1059000,741000,1581000,1483000,3120000,100000000
22981000,20111000,2870000,2010000,1281000,1621000,948000,1976000,1119000,1783000,2060000,7313000,200000000
24886000,19975000,4911000,3599000,1457000,2034000,942000,2455000,555000,1071000,1855000,6007000,100000000
17000000,14774000,2226000,2318000,885000,1100000,596000,1579000,479000,888000,851000,6078000,200000000
22525000,21043000,1482000,2165000,1502000,1486000,1086000,1934000,620000,2574000,1338000,8338000,50000000
21300000,15981000,5319000,2086000,1657000,1508000,800000,2241000,992000,2250000,1460000,2987000,50000000
14545000,11837000,2708000,1196000,1114000,852000,713000,1206000,643000,750000,949000,4414000,1000000000
10297000,8482000,1815000,1038000,686000,668000,407000,755000,255000,454000,452000,3767000,500000000
17300000,14727000,2573000,2092000,1043000,1165000,699000,1735000,419000,903000,1064000,5607000,200000000
11929000,11134000,795000,1306000,871000,1046000,447000,1379000,408000,1034000,611000,4032000,1000000000
21004000,15815000,5189000,3105000,1542000,1767000,894000,1934000,529000,1905000,1565000,2574000,20000000
16303000,13969000,2334000,1368000,1193000,757000,568000,1134000,559000,1146000,1562000,5682000,1000000000
6821000,6424000,397000,828000,316000,287000,270000,705000,309000,426000,330000,2953000,50000000
8373000,7380000,993000,1173000,343000,620000,447000,865000,293000,474000,768000,2397000,200000000
24676000,23280000,1396000,2804000,1957000,1048000,900000,1695000,1030000,1853000,1375000,10618000,200000000
6578000,5582000,996000,528000,516000,283000,384000,506000,181000,275000,535000,2374000,500000000
12427000,9931000,2496000,1205000,778000,596000,557000,744000,348000,506000,950000,4247000,200000000
27870000,21141000,6729000,2861000,2222000,1605000,925000,1549000,1054000,2894000,1480000,6551000,100000000
23127000,18070000,5057000,3414000,1638000,1428000,1348000,2463000,1054000,1906000,1438000,3381000,100000000
16893000,15132000,1761000,2430000,1025000,1114000,738000,1285000,607000,1731000,1230000,4972000,200000000
17969000,15823000,2146000,2631000,999000,1610000,839000,1252000,466000,883000,1702000,5441000,500000000
27144000,22965000,4179000,3741000,1729000,1609000,965000,1844000,720000,2856000,1386000,8115000,100000000
27407000,22282000,5125000,2867000,1662000,1429000,1096000,1514000,1055000,3119000,1661000,7879000,500000000
24823000,19926000,4897000,3560000,1980000,1707000,1269000,2952000,573000,2052000,2474000,3359000,50000000
16200000,12637000,3563000,2409000,966000,822000,546000,1226000,356000,785000,1415000,4112000,200000000
10440000,9449000,991000,1091000,767000,909000,492000,642000,241000,521000,658000,4128000,100000000
20172000,18713000,1459000,1982000,1463000,1068000,1025000,2229000,641000,1120000,979000,8206000,500000000
28880000,26410000,2470000,3416000,1238000,2585000,868000,2906000,885000,1583000,2023000,10906000,500000000
12082000,9198000,2884000,1125000,525000,736000,666000,1165000,242000,1397000,906000,2436000,50000000
19940000,18415000,1525000,1641000,1324000,1608000,632000,1412000,496000,2074000,1107000,8121000,200000000
17879000,15845000,2034000,2614000,900000,1295000,669000,1414000,544000,1170000,1479000,5760000,100000000
24675000,22475000,2200000,3573000,1636000,2139000,1454000,2687000,812000,2599000,1788000,5787000,100000000
8201000,7609000,592000,749000,375000,584000,266000,777000,263000,835000,509000,3251000,500000000
14315000,12091000,2224000,1554000,800000,989000,784000,1062000,424000,979000,821000,4678000,200000000
28285000,24724000,3561000,3908000,1247000,2055000,1402000,1631000,1255000,1199000,1615000,10412000,200000000
16422000,13214000,3208000,2074000,842000,1303000,787000,1856000,533000,668000,1435000,3716000,200000000
6450000,5621000,829000,694000,281000,548000,306000,754000,254000,426000,451000,1907000,500000000
27817000,23335000,4482000,3674000,2193000,1484000,973000,2790000,1251000,1214000,1585000,8171000,500000000
27131000,21321000,5810000,3874000,1514000,1358000,1358000,2670000,1237000,1348000,2369000,5593000,100000000
28525000,24089000,4436000,4131000,2169000,1190000,1670000,2500000,1304000,1722000,1178000,8225000,50000000
26946000,23242000,3704000,2870000,2125000,1576000,871000,3180000,939000,1464000,2687000,7530000,50000000
15901000,14686000,1215000,1465000,1215000,1309000,636000,1568000,633000,820000,1484000,5556000,100000000
5425000,4547000,878000,781000,316000,236000,240000,300000,160000,331000,459000,1724000,1000000000
16104000,14980000,1124000,1393000,1146000,1078000,595000,909000,738000,1594000,902000,6625000,500000000
29767000,27654000,2113000,3885000,1374000,2225000,1555000,3496000,786000,2249000,2780000,9304000,500000000
20653000,17757000,2896000,1855000,904000,1690000,1046000,2396000,901000,1922000,1838000,5205000,200000000
11450000,9688000,1762000,1228000,860000,792000,384000,1020000,390000,1309000,1009000,2696000,100000000
23428000,18759000,4669000,2549000,966000,1155000,1103000,1523000,679000,940000,1184000,8660000,100000000
10265000,8815000,1450000,935000,810000,906000,422000,933000,322000,1192000,790000,2505000,200000000
18619000,15374000,3245000,2692000,1245000,833000,686000,1926000,701000,1161000,1750000,4380000,500000000
28480000,21817000,6663000,2284000,1617000,2234000,1579000,1441000,1364000,1794000,2001000,7503000,500000000
13528000,10308000,3220000,1929000,618000,600000,428000,1456000,310000,1222000,989000,2756000,200000000
23550000,21129000,2421000,3341000,1623000,1111000,1037000,1944000,1121000,1622000,1518000,7812000,100000000
26970000,23161000,3809000,2756000,1686000,2290000,1194000,2223000,1199000,1252000,2163000,8398000,200000000
14081000,11881000,2200000,1821000,964000,1093000,663000,1132000,530000,1365000,1290000,3023000,100000000
5282000,4546000,736000,516000,300000,308000,190000,520000,126000,289000,373000,1924000,500000000
11662000,8832000,2830000,1552000,497000,839000,655000,754000,517000,1334000,1144000,1540000,500000000
19285000,17201000,2084000,2300000,1014000,1212000,1137000,1783000,785000,2295000,1238000,5437000,500000000
19568000,16557000,3011000,1977000,1029000,848000,909000,1039000,683000,1066000,925000,8081000,500000000
10830000,10016000,814000,1170000,437000,824000,408000,1157000,504000,1086000,443000,3987000,100000000
23434000,19310000,4124000,3006000,946000,1832000,1319000,2509000,936000,2797000,1752000,4213000,100000000
14874000,13154000,1720000,2133000,792000,1251000,887000,1068000,426000,1732000,1321000,3544000,50000000
20410000,16101000,4309000,1820000,1410000,1368000,1067000,1171000,435000,1739000,1855000,5236000,200000000
12084000,11165000,919000,1450000,785000,890000,483000,1237000,517000,785000,1182000,3836000,1000000000
21411000,16573000,4838000,2093000,1061000,1325000,794000,1775000,592000,876000,1533000,6524000,50000000
20548000,17753000,2795000,2797000,1317000,1150000,713000,2358000,584000,2298000,1081000,5455000,100000000
29620000,25726000,3894000,2515000,1952000,1795000,1097000,2214000,992000,1269000,2390000,11502000,100000000
23584000,18804000,4780000,3024000,1436000,2018000,868000,2568000,1002000,2031000,2207000,3650000,200000000
23587000,20982000,2605000,2176000,1435000,1137000,1392000,1221000,1126000,1295000,1206000,9994000,500000000
22256000,17327000,4929000,2710000,1219000,1167000,1097000,2317000,590000,1321000,1355000,5551000,100000000
6902000,6174000,728000,956000,310000,485000,242000,673000,321000,289000,600000,2298000,200000000
10648000,8558000,2090000,1415000,590000,488000,475000,925000,406000,457000,576000,3226000,100000000
17651000,16571000,1080000,2342000,950000,1493000,627000,2007000,806000,1201000,1658000,5487000,500000000
28062000,22725000,5337000,3262000,1787000,1189000,1352000,3254000,1275000,3093000,2541000,4972000,20000000
29530000,26502000,3028000,4204000,2193000,2296000,1188000,3398000,938000,2518000,2076000,7691000,200000000
28487000,22921000,5566000,3452000,1567000,1672000,1022000,2616000,1149000,2366000,2845000,6232000,20000000
12396000,9726000,2670000,1788000,848000,528000,462000,1070000,600000,1111000,715000,2604000,200000000
9585000,8779000,806000,1133000,695000,787000,482000,660000,385000,794000,919000,2924000,500000000
15685000,14377000,1308000,1810000,760000,1130000,663000,962000,529000,1009000,901000,6613000,500000000
26079000,20889000,5190000,2492000,1984000,1055000,1184000,2321000,813000,2879000,2130000,6031000,50000000
18724000,17152000,1572000,2212000,802000,999000,1023000,1131000,455000,1461000,1597000,7472000,50000000
26418000,24994000,1424000,2373000,2010000,1522000,1312000,1639000,1320000,2647000,2088000,10083000,500000000
24484000,22958000,1526000,3449000,1140000,1374000,1074000,1836000,973000,2766000,1767000,8579000,100000000
16301000,15401000,900000,2075000,872000,1058000,956000,1028000,461000,657000,1290000,7004000,50000000
12873000,9893000,2980000,1925000,827000,854000,469000,1096000,286000,1007000,533000,2896000,100000000
25548000,19850000,5698000,2209000,1947000,1529000,988000,2464000,1089000,2258000,2373000,4993000,200000000
23318000,19562000,3756000,2258000,1171000,1320000,1337000,2305000,1065000,1870000,1678000,6558000,50000000
10875000,9217000,1658000,1538000,767000,709000,605000,949000,357000,1220000,751000,2321000,20000000
23743000,21398000,2345000,2556000,1624000,990000,805000,2054000,1156000,2735000,1768000,7710000,200000000
17951000,15261000,2690000,2022000,833000,1297000,1039000,1494000,536000,911000,1333000,5796000,100000000
29121000,22241000,6880000,4084000,1723000,2047000,883000,1956000,1243000,1869000,2439000,5997000,500000000
14064000,11757000,2307000,1639000,833000,759000,769000,1347000,392000,859000,636000,4523000,200000000
28874000,27102000,1772000,2701000,1507000,1414000,1108000,2772000,868000,2302000,2785000,11645000,200000000
25839000,24356000,1483000,3681000,1840000,1128000,921000,1755000,986000,1823000,2492000,9730000,500000000
6094000,4727000,1367000,501000,469000,423000,265000,604000,129000,419000,248000,1669000,50000000
9301000,8432000,869000,1327000,639000,637000,529000,1024000,245000,769000,665000,2597000,100000000
20078000,19055000,1023000,1677000,1585000,1339000,1076000,1840000,508000,1590000,1686000,7754000,100000000
11760000,9423000,2337000,1489000,494000,1050000,694000,685000,351000,908000,668000,3084000,200000000
20156000,15845000,4311000,1714000,836000,1342000,932000,1470000,873000,989000,1579000,6110000,100000000
11620000,10374000,1246000,1504000,880000,884000,527000,656000,549000,966000,922000,3486000,100000000
6637000,5201000,1436000,547000,504000,303000,202000,472000,135000,297000,352000,2389000,100000000
20125000,15881000,4244000,2797000,891000,1106000,713000,1305000,558000,1797000,1059000,5655000,200000000
21316000,18175000,3141000,2401000,1157000,1146000,958000,1893000,443000,1916000,1815000,6446000,200000000
22579000,17212000,5367000,1954000,1658000,1553000,1187000,1798000,1035000,1374000,1864000,4789000,100000000
15117000,11807000,3310000,1957000,682000,855000,827000,1521000,392000,768000,1388000,3417000,50000000
22938000,21656000,1282000,2621000,1163000,1653000,883000,1730000,989000,2382000,2134000,8101000,500000000
29147000,22445000,6702000,2721000,1960000,2172000,1497000,1773000,612000,2962000,1442000,7306000,1000000000
6036000,5081000,955000,490000,479000,252000,331000,402000,193000,698000,532000,1704000,200000000
22531000,19292000,3239000,2462000,1620000,1622000,929000,1987000,693000,1706000,1799000,6474000,100000000
21659000,16429000,5230000,1863000,1540000,993000,1102000,1765000,647000,1413000,1704000,5402000,100000000
14031000,12530000,1501000,1215000,754000,888000,605000,743000,521000,901000,789000,6114000,200000000
12611000,10874000,1737000,1245000,838000,963000,751000,816000,400000,686000,1132000,4043000,100000000
14156000,12928000,1228000,1757000,630000,1064000,428000,1002000,454000,962000,1407000,5224000,50000000
25482000,19764000,5718000,2984000,2031000,1401000,1081000,2568000,654000,1280000,1268000,6497000,50000000
18723000,17533000,1190000,1588000,1109000,1004000,710000,1893000,607000,2055000,1580000,6987000,1000000000
19374000,18345000,1029000,2863000,1270000,1201000,1075000,1915000,818000,1313000,1216000,6674000,200000000
10277000,9451000,826000,1460000,771000,508000,397000,1103000,305000,861000,527000,3519000,200000000
27105000,22316000,4789000,2660000,1085000,2405000,1255000,3013000,1239000,1229000,1309000,8121000,500000000
12272000,11370000,902000,1087000,970000,703000,641000,675000,307000,766000,645000,5576000,100000000
20021000,15333000,4688000,2922000,1088000,1725000,899000,1692000,909000,1159000,1824000,3115000,200000000
6761000,5506000,1255000,759000,362000,577000,286000,409000,260000,750000,493000,1610000,50000000
8542000,6948000,1594000,869000,391000,498000,267000,639000,279000,465000,799000,2741000,200000000
13435000,10150000,3285000,1536000,999000,708000,412000,1295000,283000,1392000,1270000,2255000,500000000
29167000,27374000,1793000,3911000,2183000,2291000,1713000,2687000,694000,1826000,1430000,10639000,200000000
9610000,7875000,1735000,882000,392000,495000,474000,567000,312000,547000,747000,3459000,200000000
9139000,7039000,2100000,1222000,386000,604000,500000,941000,423000,373000,394000,2196000,200000000
20987000,17349000,3638000,2780000,1610000,956000,932000,2206000,1022000,1329000,1184000,5330000,200000000
10352000,8882000,1470000,1219000,465000,614000,392000,618000,496000,472000,522000,4084000,200000000
18698000,17677000,1021000,2629000,1212000,821000,726000,1741000,528000,1290000,1689000,7041000,200000000
11390000,10430000,960000,1017000,738000,617000,357000,1323000,315000,504000,705000,4854000,100000000
6784000,5195000,1589000,826000,507000,497000,364000,384000,286000,306000,676000,1349000,200000000
19901000,15011000,4890000,2218000,1252000,1782000,944000,1224000,960000,1361000,965000,4305000,200000000
27850000,23715000,4135000,3051000,1597000,1469000,1237000,2885000,668000,2112000,1496000,9200000,100000000
9913000,7636000,2277000,968000,783000,631000,551000,729000,311000,660000,780000,2223000,200000000
14017000,11975000,2042000,1487000,689000,875000,608000,1638000,632000,587000,1375000,4084000,500000000
13303000,12214000,1089000,1165000,672000,655000,777000,1247000,462000,722000,1118000,5396000,500000000
15756000,14699000,1057000,1538000,684000,1111000,479000,1321000,713000,1814000,749000,6290000,200000000
